6178,6139,6148,6326,6389,6484,6455,6378,6498,6549
7116,7149,7168,7187,7231,7260,7362,7402,7436,7363
15055,16087,17214,18276,19381,20445,21476,22559,23635,24674
16083,17147,18232,19247,20205,21311,22352,23471,24531,25504
17110,18088,19201,20246,21283,22407,23351,24424,25479,26549
100,128,185,262,342,432,470,528,602,698
100,156,218,261,300,310,379,394,403,442
1000,1000,1071,1147,1220,1248,1267,1331,1428,1500
2000,2014,2056,2131,2172,2237,2253,2279,2339,2367
3000,3004,3010,3078,3163,3184,3215,3286,3287,3351
11000,12026,13115,14208,15275,16375,17430,18500,19596,20606
12000,13054,14069,15110,16178,17235,18253,19265,20312,21396
13000,14075,15087,16157,17191,18274,19368,20399,21399,22444
11000,12003,13091,14102,15193,16207,17260,18300,19359,20378
12000,13001,14061,15073,16113,17194,18255,19324,20329,21372
13000,14040,15076,16083,17096,18115,19209,20224,21279,22297
11000,12099,13136,14213,15229,16291,17300,18329,19338,20367
12000,13021,14041,15087,16175,17188,18278,19346,20415,21513
13000,14020,15116,16195,17282,18347,19421,20481,21484,22572
1000,1019,1114,1123,1182,1240,1251,1340,1350,1437
2000,2009,2030,2063,2114,2191,2227,2239,2254,2347
3000,3016,3115,3157,3248,3345,3397,3413,3477,3514
11000,12075,13158,14159,15206,16233,17323,18338,19438,20481
12000,13048,14137,15232,16246,17277,18291,19355,20394,21485
13000,14014,15074,16084,17128,18138,19221,20285,21337,22368
100,169,207,284,375,440,490,496,558,640
100,150,207,242,244,296,322,395,396,435
3057,3055,3148,3171,3274,3302,3344,3341,3519,3507
4093,4072,4084,4179,4187,4304,4277,4349,4388,4455
5068,5015,5018,5124,5262,5208,5294,5370,5326,5362
13094,14058,15171,16266,17289,18445,19513,20541,21645,22635
14046,15080,16125,17175,18181,19315,20285,21286,22371,23430
15064,16083,17127,18175,19260,20316,21372,22425,23486,24504
13095,14009,15154,16104,17198,18208,19348,20389,21386,22424
14023,15023,16079,17122,18118,19255,20346,21374,22369,23401
15074,16136,17110,18121,19178,20162,21216,22322,23379,24382
13044,14157,15224,16268,17299,18294,19371,20366,21427,22462
14004,15034,16118,17121,18247,19273,20334,21425,22510,23608
15066,16066,17143,18216,19358,20386,21510,22571,23527,24665
3082,3045,3186,3171,3226,3282,3332,3417,3420,3482
4017,4025,4071,4134,4198,4238,4248,4326,4292,4349
5034,5022,5181,5184,5269,5352,5440,5498,5515,5596
13015,14096,15215,16220,17231,18289,19411,20419,21476,22516
14081,15091,16161,17259,18249,19342,20344,21412,22429,23516
15012,16017,17145,18088,19161,20186,21231,22313,23352,24384
100,197,270,350,377,386,394,435,443,531
100,130,139,223,261,354,367,441,501,520
5145,5153,5244,5262,5343,5324,5345,5367,5585,5547
6132,6134,6084,6263,6215,6325,6299,6379,6439,6470
7088,7020,7042,7142,7267,7306,7317,7394,7389,7439
15173,16136,17216,18325,19381,20534,21604,22616,23728,24672
16088,17094,18164,19217,20238,21335,22378,23298,24452,25472
17066,18136,19221,20266,21272,22362,23442,24518,25573,26524
15133,16062,17217,18134,19250,20279,21409,22469,23458,24434
16088,17107,18156,19132,20152,21261,22439,23405,24434,25486
17094,18185,19177,20169,21240,22202,23259,24328,25388,26466
15085,16167,17271,18310,19307,20379,21443,22415,23516,24477
16055,17074,18171,19216,20300,21303,22364,23487,24563,25668
17161,18088,19228,20292,21450,22479,23511,24623,25618,26676
5084,5100,5233,5193,5302,5318,5371,5454,5492,5527
6041,6109,6082,6180,6246,6246,6261,6356,6341,6362
7095,7078,7266,7197,7319,7443,7447,7543,7600,7676
15032,16170,17312,18316,19280,20325,21507,22430,23526,24559
16137,17128,18259,19265,20283,21357,22361,23412,24521,25602
17045,18105,19157,20187,21208,22275,23305,24379,25365,26433
100,175,273,337,372,442,454,471,488,574
100,162,220,239,331,431,511,607,658,688
1000,1049,1077,1147,1150,1222,1268,1320,1396,1405
2000,2055,2120,2172,2180,2264,2299,2379,2446,2473
3000,3078,3155,3237,3302,3313,3398,3457,3497,3545
11000,12074,13157,14187,15261,16336,17418,18432,19481,20564
12000,13096,14130,15170,16257,17325,18349,19353,20361,21440
13000,14058,15150,16196,17227,18307,19372,20445,21490,22515
11000,12060,13077,14087,15096,16119,17158,18186,19282,20359
12000,13055,14125,15177,16177,17205,18269,19361,20446,21469
13000,14016,15032,16130,17173,18184,19270,20344,21408,22430
11000,12098,13191,14237,15308,16407,17479,18497,19535,20536
12000,13064,14088,15126,16132,17168,18234,19266,20289,21336
13000,14053,15088,16135,17137,18170,19174,20218,21226,22289
1000,1085,1158,1162,1208,1291,1341,1378,1455,1548
2000,2082,2165,2245,2309,2387,2425,2430,2505,2585
3000,3096,3188,3211,3281,3369,3400,3461,3556,3591
11000,12020,13051,14111,15146,16223,17247,18290,19369,20419
12000,13034,14124,15191,16232,17249,18316,19331,20401,21460
13000,14046,15120,16161,17169,18249,19337,20384,21388,22435
100,116,202,280,358,432,435,442,492,532
100,197,275,367,385,397,473,497,576,583
3020,3101,3082,3191,3215,3235,3305,3411,3454,3463
4025,4069,4187,4224,4200,4297,4396,4429,4486,4510
5096,5090,5223,5256,5357,5336,5410,5542,5581,5617
13018,14171,15213,16195,17282,18423,19438,20476,21575,22634
14053,15180,16199,17260,18329,19421,20416,21380,22364,23463
15061,16153,17238,18240,19306,20375,21426,22514,23561,24529
13010,14084,15101,16114,17167,18202,19198,20266,21292,22429
14003,15061,16177,17225,18255,19283,20287,21380,22507,23471
15076,16034,17110,18176,19196,20192,21331,22358,23417,24465
13065,14185,15223,16335,17370,18486,19560,20536,21629,22567
14043,15065,16146,17206,18228,19254,20274,21349,22298,23428
15033,16058,17139,18192,19173,20252,21269,22283,23236,24388
3053,3108,3208,3216,3252,3346,3405,3437,3549,3633
4061,4147,4242,4292,4342,4390,4436,4465,4535,4629
5043,5121,5199,5278,5299,5436,5425,5551,5620,5650
13026,14034,15126,16198,17175,18251,19291,20377,21452,22509
14024,15123,16145,17264,18328,19312,20317,21404,22409,23543
15064,16101,17164,18198,19258,20348,21418,22472,23488,24492
100,190,195,268,343,369,424,431,495,587
100,158,173,213,307,341,377,391,427,520
5070,5185,5175,5205,5276,5324,5319,5498,5504,5464
6052,6094,6261,6286,6233,6304,6476,6444,6524,6529
7108,7137,7231,7344,7383,7368,7453,7570,7649,7619
15074,16221,17229,18245,19366,20462,21503,22501,23667,24674
16100,17265,18249,19314,20394,21504,22453,23467,24416,25536
17092,18206,19335,20311,21309,22475,23498,24599,25623,26563
15101,16089,17190,18131,19183,20275,21261,22318,23356,24444
16053,17106,18229,19307,20291,21313,22291,23448,24519,25560
17147,18094,19158,20184,21252,22263,23388,24434,25507,26551
15094,16274,17251,18340,19419,20534,21561,22624,23714,24664
16118,17077,18242,19230,20292,21292,22278,23387,24386,25432
17052,18111,19154,20279,21213,22274,23288,24379,25295,26424
5120,5181,5237,5315,5300,5396,5464,5460,5584,5730
6142,6203,6296,6306,6348,6441,6440,6530,6586,6666
7072,7182,7237,7336,7305,7442,7522,7558,7666,7708
15123,16039,17173,18269,19193,20267,21371,22456,23530,24539
16076,17158,18166,19279,20372,21356,22362,23460,24467,25592
17157,18162,19206,20285,21268,22438,23429,24493,25571,26547
100,188,213,218,312,401,490,509,551,582
100,154,245,283,307,316,407,489,500,595
1000,1044,1118,1167,1182,1227,1257,1292,1336,1385
2000,2067,2083,2145,2205,2294,2318,2347,2362,2397
3000,3025,3050,3122,3194,3226,3303,3321,3374,3418
11000,12078,13169,14247,15288,16319,17410,18478,19520,20590
12000,13041,14056,15111,16205,17278,18338,19374,20453,21517
13000,14088,15183,16261,17343,18367,19455,20527,21535,22633
11000,12035,13056,14119,15128,16146,17175,18181,19237,20330
12000,13029,14066,15078,16086,17143,18168,19196,20291,21292
13000,14030,15050,16132,17140,18237,19259,20298,21372,22386
11000,12076,13095,14188,15194,16241,17278,18290,19337,20400
12000,13090,14096,15181,16205,17220,18229,19249,20337,21416
13000,14052,15067,16088,17137,18176,19222,20276,21294,22379
1000,1018,1060,1100,1116,1167,1199,1278,1285,1337
2000,2036,2042,2073,2159,2211,2245,2305,2383,2458
3000,3023,3067,3146,3227,3257,3272,3281,3363,3400
11000,12012,13078,14118,15178,16180,17262,18346,19360,20384
12000,13029,14070,15147,16218,17289,18325,19424,20492,21534
13000,14033,15126,16136,17206,18206,19300,20301,21397,22455
100,168,220,268,327,401,450,474,511,564
100,119,190,206,231,266,344,406,503,595
3047,3090,3192,3244,3252,3282,3306,3310,3431,3470
4091,4103,4153,4232,4292,4394,4340,4358,4363,4401
5017,5042,5130,5181,5283,5313,5333,5396,5424,5508
13023,14163,15215,16338,17385,18411,19499,20574,21612,22598
14078,15044,16126,17163,18224,19330,20410,21433,22479,23558
15090,16173,17231,18262,19372,20437,21549,22561,23624,24637
13028,14115,15118,16199,17225,18182,19222,20200,21269,22381
14074,15078,16079,17158,18113,19221,20188,21264,22360,23389
15012,16057,17122,18144,19200,20306,21305,22348,23447,24435
13026,14139,15112,16217,17208,18293,19321,20292,21385,22436
14050,15132,16116,17215,18280,19278,20243,21252,22338,23500
15003,16136,17082,18183,19223,20256,21250,22281,23342,24424
3097,3072,3075,3179,3142,3243,3265,3364,3326,3408
4030,4099,4063,4167,4172,4215,4325,4316,4394,4548
5009,5059,5115,5232,5241,5320,5345,5319,5426,5434
13078,14037,15125,16169,17180,18220,19292,20432,21401,22425
14089,15074,16101,17199,18223,19352,20360,21522,22572,23571
15042,16093,17180,18157,19300,20255,21396,22318,23403,24463
100,186,202,265,348,349,369,463,534,630
100,145,236,256,290,378,477,501,593,665
5123,5176,5245,5263,5254,5378,5388,5338,5432,5544
6163,6140,6205,6297,6300,6422,6435,6387,6458,6501
7063,7061,7227,7278,7379,7347,7430,7459,7478,7535
15087,16251,17283,18375,19447,20475,21504,22616,23704,24631
16108,17056,18221,19189,20261,21371,22437,23506,24523,25654
17187,18261,19244,20353,21455,22465,23550,24631,25723,26700
15032,16213,17124,18254,19240,20212,21256,22213,23305,24388
16158,17134,18102,19225,20202,21312,22198,23271,24373,25405
17014,18106,19187,20231,21218,22346,23372,24363,25485,26517
15078,16142,17151,18229,19252,20373,21377,22385,23457,24497
16084,17163,18129,19285,20313,21296,22284,23270,24398,25542
17024,18236,19175,20186,21237,22312,23331,24342,25348,26433
5176,5164,5128,5268,5228,5271,5309,5440,5363,5481
6104,6160,6065,6222,6177,6235,6416,6324,6439,6646
7009,7072,7210,7297,7262,7349,7387,7394,7493,7436
15141,16068,17163,18263,19194,20260,21381,22470,23465,24499
16133,17110,18149,19214,20322,21407,22430,23566,24580,25637
17042,18157,19186,20201,21339,22343,23409,24361,25496,26501
100,180,185,204,277,370,402,459,528,549
100,117,143,193,220,225,277,343,396,479
1000,1050,1128,1157,1237,1336,1408,1415,1514,1606
2000,2022,2065,2143,2187,2192,2220,2273,2320,2375
3000,3026,3085,3165,3177,3244,3284,3324,3421,3503
11000,12034,13039,14113,15139,16234,17286,18311,19318,20339
12000,13035,14106,15168,16254,17300,18306,19380,20430,21510
13000,14048,15142,16230,17271,18303,19344,20354,21402,22429
11000,12047,13114,14171,15196,16258,17341,18413,19454,20527
12000,13096,14181,15246,16331,17358,18434,19517,20571,21639
13000,14056,15097,16154,17169,18218,19261,20262,21357,22398
11000,12030,13120,14191,15266,16275,17318,18368,19427,20461
12000,13085,14120,15149,16193,17226,18249,19349,20368,21405
13000,14088,15151,16244,17258,18325,19367,20404,21405,22496
1000,1072,1139,1162,1212,1256,1299,1366,1464,1533
2000,2059,2129,2154,2193,2211,2264,2314,2409,2425
3000,3097,3137,3163,3209,3236,3304,3355,3425,3476
11000,12056,13071,14077,15093,16098,17137,18205,19217,20222
12000,13010,14081,15158,16208,17291,18368,19404,20493,21560
13000,14003,15007,16073,17126,18167,19197,20230,21260,22345
100,184,235,238,292,349,408,491,500,516
100,138,157,179,229,238,309,356,401,453
3042,3064,3186,3205,3329,3435,3448,3441,3591,3658
4023,4110,4102,4195,4199,4195,4285,4332,4410,4437
5009,5086,5087,5223,5218,5256,5359,5353,5505,5596
13022,14057,15114,16181,17228,18279,19382,20339,21325,22369
14076,15057,16199,17241,18329,19314,20397,21396,22450,23565
15073,16112,17215,18275,19287,20310,21363,22445,23484,24509
13028,14065,15120,16231,17210,18263,19441,20464,21524,22600
14043,15102,16222,17314,18371,19373,20494,21525,22615,23661
15023,16113,17135,18186,19188,20222,21279,22359,23448,24453
13024,14122,15194,16282,17281,18344,19320,20398,21498,22514
14005,15182,16174,17219,18260,19281,20310,21384,22426,23459
15095,16108,17213,18293,19335,20379,21388,22405,23413,24539
3038,3132,3149,3199,3226,3288,3350,3391,3525,3627
4017,4064,4135,4225,4204,4297,4286,4358,4473,4442
5024,5158,5229,5233,5298,5336,5352,5433,5446,5554
13088,14116,15085,16086,17130,18195,19183,20245,21220,22313
14097,15023,16174,17161,18248,19345,20438,21465,22572,23660
15082,16044,17073,18136,19195,20230,21214,22291,23319,24383
100,168,223,246,330,382,471,514,592,640
100,160,237,326,363,450,488,514,571,595
5042,5137,5206,5258,5345,5464,5504,5506,5666,5737
6057,6203,6131,6197,6212,6270,6384,6336,6475,6514
7079,7149,7149,7226,7256,7276,7433,7436,7541,7628
15073,16122,17178,18184,19282,20350,21444,22389,23389,24416
16167,17084,18224,19303,20384,21334,22490,23408,24475,25630
17125,18114,19294,20372,21386,22328,23373,24491,25498,26595
15111,16108,17134,18323,19269,20351,21469,22545,23604,24673
16109,17162,18318,19343,20454,21426,22577,23528,24666,25683
17025,18113,19198,20237,21270,22225,23353,24380,25532,26533
15080,16203,17292,18347,19335,20361,21416,22477,23586,24546
16072,17228,18207,19265,20329,21294,22344,23417,24520,25499
17108,18195,19309,20308,21355,22396,23393,24483,25424,26580
5052,5171,5213,5240,5254,5336,5365,5461,5544,5665
6081,6147,6219,6264,6247,6356,6315,6397,6554,6480
7096,7175,7323,7271,7328,7434,7378,7492,7528,7630
15152,16133,17165,18126,19218,20258,21269,22312,23242,24333
16122,17106,18264,19249,20271,21415,22443,23482,24588,25716
17123,18076,19123,20228,21211,22282,23257,24293,25413,26450
100,190,260,304,389,477,503,525,580,677
100,125,184,252,343,356,393,406,453,471
1000,1095,1104,1126,1225,1231,1317,1323,1350,1420
2000,2027,2070,2134,2140,2202,2227,2268,2314,2377
3000,3021,3066,3109,3118,3157,3181,3198,3291,3381
11000,12024,13112,14127,15211,16261,17297,18393,19484,20556
12000,13004,14040,15089,16184,17250,18347,19369,20442,21469
13000,14044,15057,16084,17131,18226,19228,20238,21313,22400
11000,12040,13082,14117,15155,16213,17256,18263,19351,20377
12000,13019,14114,15168,16246,17299,18395,19405,20494,21589
13000,14019,15044,16048,17065,18090,19094,20116,21170,22222
11000,12025,13077,14167,15232,16319,17335,18336,19407,20410
12000,13020,14042,15058,16145,17159,18186,19243,20323,21408
13000,14080,15114,16196,17204,18286,19338,20349,21443,22470
1000,1011,1085,1145,1182,1278,1357,1395,1403,1496
2000,2062,2129,2185,2269,2346,2353,2449,2484,2549
3000,3025,3065,3135,3156,3205,3245,3315,3352,3386
11000,12061,13088,14151,15166,16224,17251,18351,19442,20456
12000,13035,14112,15189,16193,17231,18278,19339,20399,21444
13000,14010,15031,16032,17105,18143,19197,20219,21296,22328
100,193,250,311,359,388,458,535,590,662
100,138,222,262,336,420,512,572,616,640
3010,3148,3123,3145,3319,3288,3320,3355,3355,3473
4062,4080,4081,4199,4157,4262,4240,4358,4357,4417
5035,5064,5142,5114,5209,5180,5264,5291,5369,5436
13082,14057,15135,16198,17229,18276,19395,20472,21560,22599
14059,15075,16069,17173,18186,19278,20426,21393,22477,23506
15051,16092,17079,18086,19220,20242,21324,22250,23344,24403
13082,14130,15132,16148,17239,18225,19275,20316,21449,22417
14079,15056,16120,17249,18330,19313,20403,21438,22554,23683
15054,16091,17104,18146,19146,20120,21127,22155,23220,24271
13092,14099,15092,16227,17294,18341,19358,20423,21504,22509
14013,15106,16069,17152,18228,19230,20240,21329,22342,23473
15033,16088,17165,18267,19297,20381,21424,22434,23475,24567
3088,3032,3148,3221,3220,3297,3446,3471,3424,3511
4063,4145,4223,4231,4294,4404,4401,4501,4509,4639
5074,5104,5138,5157,5159,5299,5281,5330,5439,5445
13063,14128,15143,16214,17169,18279,19337,20416,21481,22492
14055,15097,16124,17266,18288,19313,20361,21427,22441,23459
15062,16087,17112,18109,19186,20152,21238,22288,23345,24416
100,138,234,257,291,376,387,446,495,553
100,107,193,210,259,316,357,395,403,410
5028,5246,5213,5167,5357,5353,5354,5373,5371,5484
6103,6133,6167,6250,6161,6288,6322,6403,6426,6419
7079,7091,7199,7161,7304,7217,7302,7339,7396,7475
15106,16058,17177,18264,19259,20337,21473,22565,23585,24611
16068,17162,18070,19215,20245,21372,22516,23493,24537,25560
17133,18151,19150,20163,21256,22309,23378,24343,25375,26484
15160,16195,17214,18162,19272,20255,21280,22322,23454,24446
16132,17148,18136,19311,20405,21350,22416,23456,24582,25711
17076,18183,19117,20194,21155,22138,23154,24230,25305,26331
15182,16135,17187,18249,19324,20370,21364,22513,23508,24518
16083,17120,18143,19153,20319,21290,22289,23372,24426,25551
17133,18149,19220,20345,21395,22429,23495,24510,25546,26573
5104,5081,5167,5295,5221,5395,5546,5545,5463,5598
6148,6235,6266,6246,6295,6488,6454,6535,6511,6657
7108,7188,7145,7243,7244,7335,7319,7350,7456,7498
15119,16222,17168,18259,19261,20287,21427,22440,23536,24584
16133,17194,18221,19321,20362,21355,22408,23519,24477,25491
17113,18165,19148,20120,21199,22196,23335,24358,25361,26498
100,186,252,311,366,425,514,515,527,570
100,198,203,218,259,355,448,531,591,654
1000,1025,1112,1167,1259,1331,1425,1489,1534,1549
2000,2029,2111,2157,2197,2285,2294,2368,2453,2468
3000,3067,3155,3250,3349,3362,3446,3502,3596,3638
11000,12030,13057,14071,15087,16137,17148,18156,19240,20318
12000,13090,14108,15143,16167,17238,18299,19349,20432,21529
13000,14089,15159,16177,17190,18191,19195,20254,21315,22372
11000,12030,13042,14122,15176,16235,17282,18310,19321,20354
12000,13007,14037,15128,16210,17240,18339,19355,20417,21458
13000,14026,15116,16205,17300,18342,19410,20454,21541,22563
11000,12036,13090,14150,15157,16185,17240,18308,19371,20419
12000,13050,14103,15142,16170,17235,18276,19370,20382,21441
13000,14042,15106,16150,17178,18259,19344,20410,21478,22525
1000,1042,1047,1089,1116,1144,1202,1228,1281,1301
2000,2091,2182,2206,2240,2312,2349,2363,2380,2453
3000,3016,3093,3127,3148,3195,3284,3309,3403,3454
11000,12067,13108,14110,15152,16167,17198,18254,19314,20383
12000,13065,14091,15179,16202,17279,18311,19361,20431,21525
13000,14013,15054,16135,17217,18227,19230,20316,21402,22477
100,163,199,227,281,319,394,460,536,593
100,196,242,278,343,401,440,531,628,714
3016,3092,3170,3206,3324,3388,3455,3548,3555,3617
4034,4055,4144,4162,4217,4331,4380,4403,4519,4501
5095,5132,5163,5275,5404,5457,5487,5587,5598,5737
13025,14033,15094,16162,17114,18139,19155,20166,21258,22331
14044,15183,16200,17181,18169,19277,20394,21413,22434,23596
15020,16098,17205,18234,19237,20265,21255,22276,23332,24460
13027,14102,15055,16180,17228,18253,19363,20319,21327,22366
14002,15036,16078,17205,18251,19253,20406,21406,22464,23555
15000,16065,17173,18221,19304,20433,21488,22470,23629,24595
13099,14127,15155,16230,17232,18243,19274,20352,21462,22436
14004,15060,16163,17210,18202,19245,20322,21374,22398,23520
15071,16117,17109,18236,19221,20272,21419,22506,23536,24606
3098,3117,3144,3132,3213,3194,3263,3229,3299,3387
4038,4174,4221,4258,4263,4405,4378,4409,4474,4503
5080,5059,5178,5137,5179,5196,5303,5381,5450,5487
13075,14157,15118,16197,17163,18233,19257,20353,21332,22393
14079,15128,16161,17223,18217,19302,20365,21411,22504,23624
15007,16078,17120,18198,19269,20307,21279,22395,23413,24562
100,191,274,316,414,475,570,666,741,838
100,156,183,213,223,318,418,440,487,564
5065,5185,5174,5275,5348,5471,5555,5564,5604,5675
6036,6135,6203,6243,6239,6361,6435,6500,6576,6570
7126,7175,7183,7345,7468,7498,7558,7594,7686,7811
15047,16082,17176,18172,19196,20238,21219,22208,23332,24346
16076,17184,18265,19269,20223,21280,22399,23418,24465,25695
17114,18195,19235,20234,21324,22340,23334,24364,25394,26506
15110,16199,17115,18241,19256,20276,21459,22352,23332,24395
16009,17123,18105,19207,20268,21257,22479,23475,24483,25557
17090,18074,19267,20270,21385,22441,23537,24516,25653,26651
15183,16127,17164,18276,19322,20247,21298,22434,23497,24491
16036,17128,18228,19212,20207,21330,22397,23423,24439,25569
17102,18126,19195,20258,21261,22332,23474,24535,25550,26659
5115,5191,5229,5135,5271,5273,5332,5325,5380,5431
6052,6269,6308,6333,6346,6463,6380,6498,6483,6562
7164,7068,7191,7230,7240,7233,7344,7392,7459,7560
15123,16176,17196,18278,19210,20308,21272,22442,23350,24476
16133,17165,18225,19321,20232,21304,22398,23441,24564,25640
17029,18080,19134,20271,21289,22350,23318,24442,25440,26571
100,191,239,299,310,405,454,456,464,555
100,175,190,223,250,259,347,387,401,452
1000,1052,1118,1164,1260,1270,1364,1380,1384,1466
2000,2040,2101,2173,2273,2373,2374,2439,2537,2584
3000,3044,3119,3135,3199,3284,3296,3378,3445,3459
11000,12063,13069,14078,15160,16252,17309,18400,19465,20560
12000,13049,14098,15187,16188,17268,18303,19391,20452,21529
13000,14080,15099,16118,17182,18187,19251,20252,21336,22346
11000,12058,13096,14164,15193,16269,17309,18333,19365,20394
12000,13030,14045,15079,16141,17240,18320,19404,20461,21482
13000,14069,15121,16167,17232,18272,19336,20368,21394,22403
11000,12062,13094,14139,15199,16203,17231,18306,19336,20389
12000,13065,14085,15104,16173,17260,18273,19291,20313,21338
13000,14017,15097,16158,17242,18333,19405,20434,21474,22562
1000,1048,1131,1171,1211,1249,1339,1349,1418,1474
2000,2072,2111,2194,2293,2319,2399,2426,2463,2537
3000,3038,3125,3221,3304,3371,3429,3446,3542,3628
11000,12019,13044,14130,15206,16219,17294,18356,19432,20485
12000,13076,14131,15139,16203,17269,18332,19393,20476,21535
13000,14033,15098,16193,17266,18333,19425,20453,21491,22552
100,123,160,192,247,255,322,361,447,546
100,135,183,245,315,394,477,556,638,714
3027,3136,3165,3182,3315,3348,3444,3387,3397,3484
4038,4130,4159,4263,4372,4391,4447,4527,4608,4610
5088,5101,5138,5149,5244,5314,5322,5413,5512,5549
13098,14152,15163,16087,17206,18261,19376,20459,21543,22643
14041,15104,16119,17216,18200,19273,20324,21483,22533,23622
15082,16097,17140,18136,19204,20261,21320,22254,23359,24416
13048,14079,15162,16185,17290,18313,19361,20338,21412,22484
14081,15100,16134,17106,18235,19272,20401,21426,22496,23569
15094,16078,17180,18211,19256,20341,21361,22378,23451,24477
13069,14103,15143,16163,17217,18221,19241,20381,21367,22484
14017,15125,16107,17145,18183,19353,20344,21391,22325,23419
15063,16100,17152,18192,19333,20343,21468,22529,23538,24639
3067,3136,3184,3187,3236,3292,3372,3396,3418,3490
4068,4115,4130,4239,4319,4360,4436,4495,4540,4622
5057,5095,5192,5238,5393,5403,5520,5502,5542,5691
13096,14100,15058,16176,17283,18263,19346,20383,21433,22515
14094,15122,16206,17146,18284,19324,20391,21429,22574,23537
15065,16040,17142,18262,19283,20344,21432,22463,23492,24621
100,183,282,302,338,363,408,502,508,564
100,164,226,257,283,328,344,434,497,574
5122,5199,5212,5198,5351,5443,5460,5426,5449,5569
6078,6175,6171,6313,6419,6473,6469,6565,6648,6680
7103,7114,7207,7181,7249,7358,7350,7437,7529,7600
15134,16187,17262,18152,19294,20358,21405,22519,23634,24664
16085,17127,18151,19224,20286,21363,22383,23492,24571,25698
17172,18153,19154,20213,21261,22339,23403,24323,25390,26469
15072,16119,17257,18253,19384,20348,21413,22392,23432,24574
16120,17131,18172,19171,20258,21329,22471,23519,24496,25632
17099,18120,19209,20257,21341,22427,23429,24436,25468,26553
15166,16184,17147,18250,19276,20244,21278,22428,23446,24581
16024,17152,18137,19217,20256,21357,22370,23486,24424,25460
17069,18131,19208,20204,21341,22367,23470,24568,25562,26641
5113,5154,5189,5232,5268,5297,5401,5402,5497,5582
6081,6177,6182,6296,6354,6445,6455,6587,6601,6653
7125,7127,7193,7319,7451,7476,7591,7574,7604,7758
15120,16141,17105,18183,19357,20286,21417,22429,23465,24538
16161,17172,18206,19206,20346,21337,22468,23485,24603,25569
17067,18130,19241,20333,21336,22396,23458,24466,25553,26693
100,132,226,276,369,467,495,514,537,539
